Book Name,Genre,Category,Author Type,Language,Rating
Computer Systems: A Programmer's Perspective,Technical,Professional,Foreign,English,Best
Compilers: Principles Techniques and Tools,Technical,Professional,Foreign,English,Best
Modern Operating Systems,Technical,Students,Foreign,English,Best
Computer Organization and Design,Technical,Students,Foreign,English,Best
TCP/IP Illustrated Volume 1,Technical,Professional,Foreign,English,Best
Network Warrior,Technical,Professional,Foreign,English,Good
CCNA 200-301 Official Cert Guide,Technical,Students,Foreign,English,Best
Cybersecurity Essentials,Technical,Students,Foreign,English,Good
Hacking: The Art of Exploitation,Technical,Professional,Foreign,English,Best
The Web Application Hacker's Handbook,Technical,Professional,Foreign,English,Best
Kubernetes Up and Running,Technical,Professional,Foreign,English,Best
Docker Deep Dive,Technical,Professional,Foreign,English,Best
Site Reliability Engineering,Technical,Professional,Foreign,English,Best
Designing Data-Intensive Applications,Technical,Professional,Foreign,English,Best
Fundamentals of Software Architecture,Technical,Professional,Foreign,English,Best
Domain-Driven Design,Technical,Professional,Foreign,English,Best
Building Microservices,Technical,Professional,Foreign,English,Best
Spring in Action,Technical,Students,Foreign,English,Best
Pro Spring Boot,Technical,Professional,Foreign,English,Good
React Up and Running,Technical,Students,Foreign,English,Best
Learning React,Technical,Students,Foreign,English,Good
JavaScript: The Good Parts,Technical,Students,Foreign,English,Best
Programming Pearls,Technical,Professional,Foreign,English,Best
Structure and Interpretation of Computer Programs,Technical,Professional,Foreign,English,Best
The Art of Computer Programming,Technical,Professional,Foreign,English,Best
The Mythical Man-Month,Technical,Professional,Foreign,English,Best
Peopleware,Technical,Professional,Foreign,English,Best
Soft Skills: The Software Developer's Life Manual,Technical,Professional,Foreign,English,Good
Head First Python,Technical,Students,Foreign,English,Best
Programming Rust,Technical,Professional,Foreign,English,Best
Rust for Rustaceans,Technical,Professional,Foreign,English,Good
Learning Go,Technical,Students,Foreign,English,Best
Head First C,Technical,Students,Foreign,English,Good
Effective C++,Technical,Professional,Foreign,English,Best
Introduction to Algorithms,Technical,Students,Foreign,English,Best
Data Structures and Algorithms Made Easy,Technical,Students,Foreign,English,Best
Grokking Algorithms,Technical,Students,Foreign,English,Best
Algorithm Design,Technical,Professional,Foreign,English,Best
Clean Code,Technical,Professional,Foreign,English,Best
Code Complete,Technical,Professional,Foreign,English,Best
The Pragmatic Programmer,Technical,Professional,Foreign,English,Best
Refactoring,Technical,Professional,Foreign,English,Best
Design Patterns,Technical,Professional,Foreign,English,Best
Clean Architecture,Technical,Professional,Foreign,English,Best
Head First Java,Technical,Students,Foreign,English,Best
Effective Java,Technical,Professional,Foreign,English,Best
Java: The Complete Reference,Technical,Students,Foreign,English,Best
Core Java Volume I,Technical,Students,Foreign,English,Best
Spring in Action,Technical,Professional,Foreign,English,Best
Python Crash Course,Technical,Students,Foreign,English,Best
Learning Python,Technical,Students,Foreign,English,Best
Fluent Python,Technical,Professional,Foreign,English,Best
Think Python,Technical,Students,Foreign,English,Best
Automate the Boring Stuff with Python,Technical,Students,Foreign,English,Best
Eloquent JavaScript,Technical,Students,Foreign,English,Best
You Don't Know JS Yet,Technical,Students,Foreign,English,Best
Learning React,Technical,Students,Foreign,English,Good
React Up and Running,Technical,Students,Foreign,English,Good
Computer Networks,Technical,Students,Foreign,English,Best
Computer Networking: A Top-Down Approach,Technical,Students,Foreign,English,Best
Data Communications and Networking,Technical,Students,Foreign,English,Best
Operating System Concepts,Technical,Students,Foreign,English,Best
Modern Operating Systems,Technical,Students,Foreign,English,Best
Database System Concepts,Technical,Students,Foreign,English,Best
Fundamentals of Database Systems,Technical,Students,Foreign,English,Best
Learning SQL,Technical,Students,Foreign,English,Good
Artificial Intelligence: A Modern Approach,Technical,Professional,Foreign,English,Best
Machine Learning,Technical,Professional,Foreign,English,Best
Hands-On Machine Learning with Scikit-Learn Keras and TensorFlow,Technical,Professional,Foreign,English,Best
Deep Learning,Technical,Professional,Foreign,English,Best
Pattern Recognition and Machine Learning,Technical,Professional,Foreign,English,Best
Computer Organization and Design,Technical,Students,Foreign,English,Best
Computer Architecture: A Quantitative Approach,Technical,Professional,Foreign,English,Best
Digital Design and Computer Architecture,Technical,Students,Foreign,English,Best
Software Engineering,Technical,Students,Foreign,English,Best
The Mythical Man-Month,Technical,Professional,Foreign,English,Best
Peopleware,Technical,Professional,Foreign,English,Good
Cracking the Coding Interview,Technical,Students,Foreign,English,Best
Programming Pearls,Technical,Professional,Foreign,English,Best
The Linux Command Line,Technical,Students,Foreign,English,Best
How Linux Works,Technical,Students,Foreign,English,Best
Computer Systems: A Programmer's Perspective,Technical,Professional,Foreign,English,Best
Compilers: Principles, Techniques, and Tools,Technical,Professional,Foreign,English,Best
Structure and Interpretation of Computer Programs,Technical,Professional,Foreign,English,Best
Engineering Mechanics,Technical,Students,Foreign,English,Best
Mechanics of Materials,Technical,Students,Foreign,English,Best
Theory of Machines and Mechanisms,Technical,Students,Foreign,English,Best
Machine Design,Technical,Professional,Foreign,English,Best
Shigley's Mechanical Engineering Design,Technical,Professional,Foreign,English,Best
Fundamentals of Thermodynamics,Technical,Students,Foreign,English,Best
Engineering Thermodynamics,Technical,Students,Foreign,English,Best
Heat and Mass Transfer,Technical,Students,Foreign,English,Best
Fluid Mechanics,Technical,Students,Foreign,English,Best
Introduction to Fluid Mechanics,Technical,Students,Foreign,English,Best
Manufacturing Engineering and Technology,Technical,Professional,Foreign,English,Best
Production Technology,Technical,Students,Foreign,English,Good
Strength of Materials,Technical,Students,Foreign,English,Best
Engineering Drawing and Design,Technical,Students,Foreign,English,Good
CAD/CAM Principles and Applications,Technical,Professional,Foreign,English,Best
Structural Analysis,Technical,Students,Foreign,English,Best
Reinforced Concrete Design,Technical,Professional,Foreign,English,Best
Design of Steel Structures,Technical,Professional,Foreign,English,Best
Surveying and Levelling,Technical,Students,Foreign,English,Good
Transportation Engineering and Planning,Technical,Professional,Foreign,English,Best
Geotechnical Engineering,Technical,Students,Foreign,English,Best
Soil Mechanics and Foundations,Technical,Students,Foreign,English,Best
Environmental Engineering,Technical,Students,Foreign,English,Best
Water Supply Engineering,Technical,Students,Foreign,English,Good
Wastewater Engineering,Technical,Professional,Foreign,English,Best
Construction Planning and Management,Technical,Professional,Foreign,English,Best
Electrical Engineering Principles,Technical,Students,Foreign,English,Best
Electrical Machinery Fundamentals,Technical,Students,Foreign,English,Best
Power System Analysis,Technical,Professional,Foreign,English,Best
Power Electronics,Technical,Students,Foreign,English,Best
Electric Circuits,Technical,Students,Foreign,English,Best
Control Systems Engineering,Technical,Students,Foreign,English,Best
Modern Control Engineering,Technical,Professional,Foreign,English,Best
Electrical Power Systems,Technical,Professional,Foreign,English,Best
High Voltage Engineering,Technical,Professional,Foreign,English,Good
Electronic Devices and Circuit Theory,Technical,Students,Foreign,English,Best
Microelectronic Circuits,Technical,Students,Foreign,English,Best
Integrated Electronics,Technical,Students,Foreign,English,Best
Digital Design,Technical,Students,Foreign,English,Best
Digital Logic and Computer Design,Technical,Students,Foreign,English,Best
Communication Systems,Technical,Students,Foreign,English,Best
Electronic Communication Systems,Technical,Students,Foreign,English,Best
Signals and Systems,Technical,Students,Foreign,English,Best
Principles of Communication Engineering,Technical,Students,Foreign,English,Good
VLSI Design,Technical,Professional,Foreign,English,Best
CMOS VLSI Design,Technical,Professional,Foreign,English,Best
Embedded Systems Design,Technical,Professional,Foreign,English,Best
Microprocessor Architecture Programming and Applications,Technical,Students,Foreign,English,Best
Digital Signal Processing,Technical,Students,Foreign,English,Best
DSP First,Technical,Students,Foreign,English,Good
Chemical Engineering Thermodynamics,Technical,Students,Foreign,English,Best
Transport Processes and Separation Process Principles,Technical,Professional,Foreign,English,Best
Unit Operations of Chemical Engineering,Technical,Students,Foreign,English,Best
Introduction to Chemical Engineering Thermodynamics,Technical,Students,Foreign,English,Best
Process Dynamics and Control,Technical,Professional,Foreign,English,Best
Chemical Process Safety,Technical,Professional,Foreign,English,Best
Reaction Engineering,Technical,Students,Foreign,English,Best
Bioprocess Engineering Principles,Technical,Professional,Foreign,English,Good
Food Process Engineering and Technology,Technical,Professional,Foreign,English,Good
Petroleum Refining Engineering,Technical,Professional,Foreign,English,Best
Introduction to Aerospace Engineering,Technical,Students,Foreign,English,Best
Aircraft Structures,Technical,Professional,Foreign,English,Best
Aerodynamics for Engineers,Technical,Students,Foreign,English,Best
Flight Stability and Automatic Control,Technical,Professional,Foreign,English,Best
Rocket Propulsion Elements,Technical,Professional,Foreign,English,Best
Space Mission Engineering,Technical,Professional,Foreign,English,Good
Engineering Economy,Technical,Students,Foreign,English,Best
Operations Management,Technical,Professional,Foreign,English,Best
Supply Chain Management,Technical,Professional,Foreign,English,Best
Industrial Engineering and Management,Technical,Students,Foreign,English,Best
Work Study and Ergonomics,Technical,Students,Foreign,English,Good
Project Management for Engineering,Technical,Professional,Foreign,English,Best
Engineering Geology,Technical,Students,Foreign,English,Good
Remote Sensing and GIS,Technical,Professional,Foreign,English,Best
Renewable Energy Resources,Technical,Students,Foreign,English,Best
Solar Engineering of Thermal Processes,Technical,Professional,Foreign,English,Best
Wind Energy Explained,Technical,Professional,Foreign,English,Good
Introduction to Robotics,Technical,Students,Foreign,English,Best
Robot Modeling and Control,Technical,Professional,Foreign,English,Best
Mechatronics System Design,Technical,Professional,Foreign,English,Best
Sensors and Actuators,Technical,Students,Foreign,English,Good
Biomedical Engineering Principles,Technical,Students,Foreign,English,Best
Medical Instrumentation,Technical,Professional,Foreign,English,Best
Bioinformatics Algorithms,Technical,Professional,Foreign,English,Best
Nanotechnology Fundamentals,Technical,Students,Foreign,English,Good
Materials Science and Engineering,Technical,Students,Foreign,English,Best
Callister's Materials Science and Engineering,Technical,Students,Foreign,English,Best
Engineering Physics,Technical,Students,Foreign,English,Best
Engineering Chemistry,Technical,Students,Foreign,English,Good
Applied Numerical Methods,Technical,Students,Foreign,English,Best
Numerical Methods for Engineers,Technical,Students,Foreign,English,Best
Probability and Statistics for Engineers,Technical,Students,Foreign,English,Best
Engineering Mathematics,Technical,Students,Foreign,English,Best
Advanced Engineering Mathematics,Technical,Students,Foreign,English,Best
Discrete Mathematics and Its Applications,Technical,Students,Foreign,English,Best
Linear Algebra and Its Applications,Technical,Students,Foreign,English,Best
Optimization for Engineering Design,Technical,Professional,Foreign,English,Good
Engineering Ethics,Technical,Students,Foreign,English,Good
Professional Issues in Engineering,Technical,Professional,Foreign,English,Good
The Priory of the Orange Tree,Fantasy,Adult,Foreign,English,Best
A Day of Fallen Night,Fantasy,Adult,Foreign,English,Best
Jonathan Strange & Mr Norrell,Fantasy,Adult,Foreign,English,Best
Piranesi,Fantasy,Adult,Foreign,English,Best
Stardust,Fantasy,Students,Foreign,English,Best
Neverwhere,Fantasy,Adult,Foreign,English,Best
American Gods,Fantasy,Adult,Foreign,English,Best
Coraline,Fantasy,Children,Foreign,English,Best
The Graveyard Book,Fantasy,Children,Foreign,English,Best
Good Omens,Fantasy,Adult,Foreign,English,Best
The Colour of Magic,Fantasy,Adult,Foreign,English,Good
Mort,Fantasy,Students,Foreign,English,Best
Guards! Guards!,Fantasy,Adult,Foreign,English,Best
Small Gods,Fantasy,Adult,Foreign,English,Best
The Last Unicorn,Fantasy,Children,Foreign,English,Best
The Black Cauldron,Fantasy,Children,Foreign,English,Good
The Book of Three,Fantasy,Children,Foreign,English,Good
Sabriel,Fantasy,Students,Foreign,English,Best
Lirael,Fantasy,Students,Foreign,English,Good
Abhorsen,Fantasy,Students,Foreign,English,Good
The Golden Compass,Fantasy,Students,Foreign,English,Best
The Subtle Knife,Fantasy,Students,Foreign,English,Good
The Amber Spyglass,Fantasy,Students,Foreign,English,Best
Inkheart,Fantasy,Students,Foreign,English,Best
Inkspell,Fantasy,Students,Foreign,English,Good
Inkdeath,Fantasy,Students,Foreign,English,Good
The Amulet of Samarkand,Fantasy,Students,Foreign,English,Best
The Golem's Eye,Fantasy,Students,Foreign,English,Good
Ptolemy's Gate,Fantasy,Students,Foreign,English,Best
The Lies of Locke Lamora,Fantasy,Adult,Foreign,English,Best
Red Seas Under Red Skies,Fantasy,Adult,Foreign,English,Good
The Republic of Thieves,Fantasy,Adult,Foreign,English,Good
The Blade Itself,Fantasy,Adult,Foreign,English,Best
Before They Are Hanged,Fantasy,Adult,Foreign,English,Good
Last Argument of Kings,Fantasy,Adult,Foreign,English,Best
Assassin's Apprentice,Fantasy,Adult,Foreign,English,Best
Royal Assassin,Fantasy,Adult,Foreign,English,Good
Assassin's Quest,Fantasy,Adult,Foreign,English,Best
The Farseer Trilogy,Fantasy,Adult,Foreign,English,Best
The Bear and the Nightingale,Fantasy,Adult,Foreign,English,Best
The Girl in the Tower,Fantasy,Adult,Foreign,English,Good
The Winter of the Witch,Fantasy,Adult,Foreign,English,Best
The House in the Cerulean Sea,Fantasy,Adult,Foreign,English,Best
Under the Whispering Door,Fantasy,Adult,Foreign,English,Good
A Wizard of Earthsea,Fantasy,Students,Foreign,English,Best
The Tombs of Atuan,Fantasy,Students,Foreign,English,Good
The Farthest Shore,Fantasy,Students,Foreign,English,Good
Tehanu,Fantasy,Adult,Foreign,English,Best
The Left Hand of Darkness,Fantasy,Adult,Foreign,English,Good
The Forgotten Beasts of Eld,Fantasy,Adult,Foreign,English,Best
Rich Dad Poor Dad,Self-Help,Adult,Foreign,English,Best
The Richest Man in Babylon,Self-Help,Adult,Foreign,English,Best
Think and Grow Rich,Self-Help,Adult,Foreign,English,Best
The Millionaire Next Door,Self-Help,Adult,Foreign,English,Best
Your Money or Your Life,Self-Help,Adult,Foreign,English,Best
The Psychology of Money,Self-Help,Adult,Foreign,English,Best
I Will Teach You to Be Rich,Self-Help,Adult,Foreign,English,Best
The Total Money Makeover,Self-Help,Adult,Foreign,English,Best
The Intelligent Investor,Self-Help,Professional,Foreign,English,Best
Common Stocks and Uncommon Profits,Self-Help,Professional,Foreign,English,Best
One Up On Wall Street,Self-Help,Professional,Foreign,English,Best
The Little Book of Common Sense Investing,Self-Help,Professional,Foreign,English,Best
A Random Walk Down Wall Street,Self-Help,Professional,Foreign,English,Best
The Warren Buffett Way,Self-Help,Professional,Foreign,English,Best
Buffettology,Self-Help,Professional,Foreign,English,Good
The Essays of Warren Buffett,Self-Help,Professional,Foreign,English,Best
The Snowball,Self-Help,Adult,Foreign,English,Best
Money: Master the Game,Self-Help,Adult,Foreign,English,Best
Unshakeable,Self-Help,Adult,Foreign,English,Good
The Simple Path to Wealth,Self-Help,Adult,Foreign,English,Best
The Barefoot Investor,Self-Help,Adult,Foreign,English,Good
Broke Millennial,Self-Help,Students,Foreign,English,Good
Financial Freedom,Self-Help,Adult,Foreign,English,Best
The Automatic Millionaire,Self-Help,Adult,Foreign,English,Good
The Wealthy Barber,Self-Help,Adult,Foreign,English,Good
Smart Women Finish Rich,Self-Help,Adult,Foreign,English,Good
The Latte Factor,Self-Help,Students,Foreign,English,Good
The 4-Hour Workweek,Self-Help,Professional,Foreign,English,Best
The Personal MBA,Self-Help,Professional,Foreign,English,Best
Blue Ocean Strategy,Self-Help,Professional,Foreign,English,Best
The Lean Startup,Self-Help,Professional,Foreign,English,Best
Zero to One,Self-Help,Professional,Foreign,English,Best
Good to Great,Self-Help,Professional,Foreign,English,Best
Built to Last,Self-Help,Professional,Foreign,English,Good
The Hard Thing About Hard Things,Self-Help,Professional,Foreign,English,Best
Principles,Self-Help,Professional,Foreign,English,Best
The Almanack of Naval Ravikant,Self-Help,Adult,Foreign,English,Best
The $100 Startup,Self-Help,Students,Foreign,English,Good
Crushing It!,Self-Help,Professional,Foreign,English,Good
Crush It!,Self-Help,Students,Foreign,English,Good
The Startup of You,Self-Help,Professional,Foreign,English,Good
Start With Why,Self-Help,Professional,Foreign,English,Best
Atomic Habits,Self-Help,Students,Foreign,English,Best
The Power of Habit,Self-Help,Students,Foreign,English,Best
You Can Win,Self-Help,Students,Local,English,Best
India Unbound,Self-Help,Professional,Local,English,Good
Connect the Dots,Self-Help,Students,Local,English,Good
Business Maharajas,Self-Help,Professional,Local,English,Good
Stay Hungry Stay Foolish,Self-Help,Students,Local,English,Best
The Dhandho Investor,Self-Help,Professional,Foreign,English,Best
Thinking, Fast and Slow,Self-Help,Professional,Foreign,English,Best
Man's Search for Meaning,Self-Help,Adult,Foreign,English,Best
Emotional Intelligence,Self-Help,Professional,Foreign,English,Best
The Happiness Hypothesis,Self-Help,Adult,Foreign,English,Best
The Righteous Mind,Self-Help,Professional,Foreign,English,Best
Predictably Irrational,Self-Help,Students,Foreign,English,Best
The Upside of Irrationality,Self-Help,Students,Foreign,English,Good
The Power of Your Subconscious Mind,Self-Help,Adult,Foreign,English,Best
Games People Play,Self-Help,Adult,Foreign,English,Good
The Body Keeps the Score,Self-Help,Professional,Foreign,English,Best
Flow,Self-Help,Professional,Foreign,English,Best
Stumbling on Happiness,Self-Help,Adult,Foreign,English,Good
Quiet: The Power of Introverts in a World That Can't Stop Talking,Self-Help,Students,Foreign,English,Best
Mindset: The New Psychology of Success,Self-Help,Students,Foreign,English,Best
The Gift of Fear,Self-Help,Adult,Foreign,English,Good
The Courage to Be Disliked,Self-Help,Adult,Foreign,English,Best
Daring Greatly,Self-Help,Adult,Foreign,English,Best
Attached,Self-Help,Adult,Foreign,English,Good
Emotional Agility,Self-Help,Professional,Foreign,English,Best
The Chimp Paradox,Self-Help,Students,Foreign,English,Best
Learned Optimism,Self-Help,Students,Foreign,English,Good
Authentic Happiness,Self-Help,Adult,Foreign,English,Good
The Art of Happiness,Self-Help,Adult,Foreign,English,Best
Influencer: The New Science of Leading Change,Self-Help,Professional,Foreign,English,Good
Switch: How to Change Things When Change Is Hard,Self-Help,Professional,Foreign,English,Best
Artificial Intelligence: A Modern Approach,Technical,Professional,Foreign,English,Best
Hands-On Machine Learning with Scikit-Learn Keras and TensorFlow,Technical,Professional,Foreign,English,Best
Pattern Recognition and Machine Learning,Technical,Professional,Foreign,English,Best
Deep Learning,Technical,Professional,Foreign,English,Best
Machine Learning for Absolute Beginners,Technical,Students,Foreign,English,Good
Machine Learning Engineering,Technical,Professional,Foreign,English,Best
Probabilistic Machine Learning: An Introduction,Technical,Professional,Foreign,English,Best
Probabilistic Machine Learning: Advanced Topics,Technical,Professional,Foreign,English,Best
Understanding Machine Learning: From Theory to Algorithms,Technical,Professional,Foreign,English,Best
Introduction to Machine Learning with Python,Technical,Students,Foreign,English,Best
Python Machine Learning,Technical,Professional,Foreign,English,Best
Machine Learning Design Patterns,Technical,Professional,Foreign,English,Best
Data Science from Scratch,Technical,Students,Foreign,English,Best
Practical Statistics for Data Scientists,Technical,Students,Foreign,English,Best
The Hundred-Page Machine Learning Book,Technical,Students,Foreign,English,Best
Grokking Machine Learning,Technical,Students,Foreign,English,Good
AI Superpowers,Technical,Students,Foreign,English,Good
Life 3.0,Technical,Students,Foreign,English,Good
Human Compatible,Technical,Professional,Foreign,English,Best
Reinforcement Learning: An Introduction,Technical,Professional,Foreign,English,Best
Speech and Language Processing,Technical,Professional,Foreign,English,Best
Natural Language Processing with Transformers,Technical,Professional,Foreign,English,Best
Transformers for Natural Language Processing,Technical,Professional,Foreign,English,Best
Computer Vision: Algorithms and Applications,Technical,Professional,Foreign,English,Best
Deep Learning for Computer Vision,Technical,Professional,Foreign,English,Good
Generative Deep Learning,Technical,Professional,Foreign,English,Best
Designing Machine Learning Systems,Technical,Professional,Foreign,English,Best
Build a Large Language Model (From Scratch),Technical,Professional,Foreign,English,Best
Machine Learning with PyTorch and Scikit-Learn,Technical,Professional,Foreign,English,Best
AI Engineering,Technical,Professional,Foreign,English,Best
The Elements of Statistical Learning,Technical,Professional,Foreign,English,Best
Pattern Classification,Technical,Professional,Foreign,English,Best
Machine Learning: A Probabilistic Perspective,Technical,Professional,Foreign,English,Best
Foundations of Machine Learning,Technical,Professional,Foreign,English,Best
Learning from Data,Technical,Students,Foreign,English,Best
Bayesian Reasoning and Machine Learning,Technical,Professional,Foreign,English,Best
Gaussian Processes for Machine Learning,Technical,Professional,Foreign,English,Best
Introduction to Statistical Learning,Technical,Students,Foreign,English,Best
Data Mining: Practical Machine Learning Tools and Techniques,Technical,Professional,Foreign,English,Best
Mining of Massive Datasets,Technical,Professional,Foreign,English,Best
Machine Learning for Hackers,Technical,Students,Foreign,English,Good
Machine Learning in Action,Technical,Students,Foreign,English,Good
Feature Engineering for Machine Learning,Technical,Professional,Foreign,English,Best
Machine Learning Refined,Technical,Professional,Foreign,English,Best
Interpretable Machine Learning,Technical,Professional,Foreign,English,Best
Advanced Analytics with Spark,Technical,Professional,Foreign,English,Good
Mastering Machine Learning with Python in Six Steps,Technical,Students,Foreign,English,Good
Statistical Learning with Sparsity,Technical,Professional,Foreign,English,Best
Applied Predictive Modeling,Technical,Professional,Foreign,English,Best
Hands-On Gradient Boosting with XGBoost and scikit-learn,Technical,Professional,Foreign,English,Good
Storytelling with Data,Technical,Students,Foreign,English,Best
Data Smart,Technical,Students,Foreign,English,Best
Naked Statistics,Technical,Students,Foreign,English,Best
Competing on Analytics,Technical,Professional,Foreign,English,Best
Data Analysis Using SQL and Excel,Technical,Students,Foreign,English,Good
Practical Data Analysis,Technical,Professional,Foreign,English,Best
Fundamentals of Data Visualization,Technical,Students,Foreign,English,Best
Data Analytics Made Accessible,Technical,Students,Foreign,English,Good
Business Analytics,Technical,Professional,Foreign,English,Best
Business Intelligence Guidebook,Technical,Professional,Foreign,English,Good
Analyzing Data with Power BI and Power Pivot for Excel,Technical,Professional,Foreign,English,Best
Data Points,Technical,Students,Foreign,English,Good
Visualize This,Technical,Students,Foreign,English,Good
The Functional Art,Technical,Professional,Foreign,English,Best
Information Dashboard Design,Technical,Professional,Foreign,English,Best
Data Science for Business,Technical,Professional,Foreign,English,Best
The Data Warehouse Toolkit,Technical,Professional,Foreign,English,Best
Python for Data Analysis,Technical,Students,Foreign,English,Best
R for Data Science,Technical,Students,Foreign,English,Best
Practical Business Statistics,Technical,Students,Foreign,English,Good
